n_parameters,computation_time,objective_value,test_case,elec-resistance,alpha-c,memb-cond-correction,B_ch,ionomer-cond-corr,i0-c,memb-cond-exp,Sh,E-act-ca,memb-equiv-weight,memb-E-act-cond,gdl-thermal-cond,gamma-c,memb-abs-constant,ix-corr,ionomer-cond-exp,tcr,gdl-abs-perm,memb-thickness,gdl-eff-diff-ratio,pt-loading,ic-ratio,gdl-thickness,ionomer-E-act-cond,memb-water-diff,radius-carbon,wet-transition,ecsa,cl-abs-perm,cl-pore-diameter,cl-theta,n_s,E-act-memb-diff,E-act-memb-abs,ionomer-k2,gdl-theta,ionomer-k1,ionomer-k3
2,1.28531813621521,0.43748800382172215,9,1e-06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.392039775848389,0.0004606020704555251,1,3.522714610652147e-06,0.9121430396001161,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8.437768936157227,0.0004099326793635389,2,3.4515824314470856e-06,0.9132407673904495,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.292010068893433,0.00031840076376013536,3,3.4359900113230754e-06,0.9115539520313217,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6.654309988021851,0.00038564353775775154,4,3.6295504478620427e-06,0.9093615326862136,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.386399984359741,0.00045375180904209646,5,3.5603756594948813e-06,0.9108878051250378,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7.008610725402832,0.0004638494203777918,6,3.5355240828417028e-06,0.9106938853743922,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.076050043106079,0.000454657113845469,7,3.475819881740838e-06,0.9124623352596495,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.491793155670166,0.0004650958127715288,8,3.532069834619138e-06,0.9106066161613238,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.091845035552979,0.00045685791794497916,9,3.5300940928605783e-06,0.9124661497249049,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.892193078994751,0.0004098758785274837,1,3.6049148212725298e-06,0.9157658850024433,49.999999999999986,1.226031574885902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12.703843832015991,0.00036697847594403484,2,3.5580433787223684e-06,0.9162376011469717,49.999999999999986,1.2222468282029344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21.264288902282715,0.0002630934291437097,3,3.535907179640856e-06,0.9180654523739472,49.999999999999986,1.2297558648416982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12.560379981994629,0.00035059287157706453,4,3.626100736627216e-06,0.91356733173919,43.071277094204035,1.2174374588984014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12.528090953826904,0.0004099769726609773,5,3.6296926627789764e-06,0.9144051973510634,49.999999999999986,1.22307121741382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14.720108032226562,0.00041532300245888216,6,3.614560002815909e-06,0.9143513078587203,49.999999999999986,1.2236397368379706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.923096895217896,0.00041133649685689774,7,3.586903540891797e-06,0.9151484327862718,49.999999999999986,1.2217936594743197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17.087525129318237,0.00041495655788630016,8,3.642421227323732e-06,0.9134529353695918,49.999999999999986,1.2251083612144023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.249223232269287,0.00037000715348646784,9,3.664673260239456e-06,0.9203364818766997,39.010984923591366,1.545882511558951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,18.961591005325317,0.00040200386510305295,1,3.594817403659396e-06,0.9269218849349068,49.999999999999986,1.2362071432137096,0.6109556287859803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20.55648899078369,0.00035794651954763814,2,3.5496297201652173e-06,0.9292177484127888,49.999999999999986,1.2354569524752999,0.5896671270434235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,21.54234790802002,0.0002612589422371437,3,3.5288542444879704e-06,0.9244170946882441,49.999999999999986,1.2343522055963243,0.6909570145906384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20.2332820892334,0.00033952596149528516,4,3.6710561792743564e-06,0.9282423578013177,48.062227521438274,1.232549046025931,0.5297983504435112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,18.059491634368896,0.0004017031571353391,5,3.6187304746802725e-06,0.9260566891233387,49.999999999999986,1.2354369491607877,0.6023236665622717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20.773091077804565,0.0004057122174877172,6,3.6123246981820695e-06,0.9284650712344047,49.999999999999986,1.237252097371899,0.526786053856621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20.32394504547119,0.00040260043661373505,7,3.5801364815519016e-06,0.9280883816047372,49.999999999999986,1.2350684571026647,0.5926723104758195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,25.809113264083862,0.00040994176088686755,8,3.6343886830354407e-06,0.9225841577207778,49.999999999999986,1.2329090554386488,0.6771766180313735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,23.915103912353516,0.00033365799551454434,9,3.7150818688871748e-06,0.9541268368443145,44.31764511278356,1.6006169817746536,0.2909501441451108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,34.42455792427063,0.00034387823796625135,1,3.4998204211046003e-06,0.7842041939545011,49.999999999999986,1.209952177612919,0.729135404376488,0.0017346274848865498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,27.5307457447052,0.000322064787363095,2,3.4668344739956436e-06,0.8071641980106277,49.999999999999986,1.2108471279803628,0.721918852949296,0.0012453271507780464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,25.060431241989136,0.0002174764208189677,3,3.449344793765725e-06,0.7988397534691235,49.999999999999986,1.2101806701579145,0.8617239415498187,0.0013608897097142569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,26.942185878753662,0.00029425055569536816,4,3.5474245221298806e-06,0.7992237606389356,44.73136732483535,1.2070768366418123,0.6826834325225513,0.0014001696266821417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,31.09576106071472,0.0003485240917842045,5,3.531242886878241e-06,0.7896806381151138,49.999999999999986,1.2094376686467285,0.7241604010556406,0.0015949277624212116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
