n_parameters,computation_time,objective_value,test_case,elec-resistance,alpha-c,memb-cond-correction,B_ch,ionomer-cond-corr,i0-c,memb-cond-exp,Sh,E-act-ca,memb-equiv-weight,memb-E-act-cond,gdl-thermal-cond,gamma-c,memb-abs-constant,ix-corr,ionomer-cond-exp,tcr,gdl-abs-perm,memb-thickness,gdl-eff-diff-ratio,pt-loading,ic-ratio,gdl-thickness,ionomer-E-act-cond,memb-water-diff,radius-carbon,wet-transition,ecsa,cl-abs-perm,cl-pore-diameter,cl-theta,n_s,E-act-memb-diff,E-act-memb-abs,ionomer-k2,gdl-theta,ionomer-k1,ionomer-k3
6,27.877862215042114,0.00035135931723815755,6,3.5184898058518132e-06,0.7869442089092614,49.999999999999986,1.2103283163686398,0.6974230084608615,0.001668819243673697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,31.433057069778442,0.00035502081709714597,7,3.4856362614120183e-06,0.786690462924645,49.999999999999986,1.2052124447792874,0.7926333558294477,0.0015774946530993986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,48.82674789428711,0.0003567783146098411,8,3.5392991552056873e-06,0.7886502971715863,49.999999999999986,1.2074482074374673,0.7791899667782616,0.0015587806519114583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,37.375025033950806,0.0003076341303940339,9,3.645662982927962e-06,0.8463321313271636,44.93296108921754,1.5460771056244687,0.3618145905924081,0.0009872588381487706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,31.6148042678833,0.0003403802449052361,1,3.487104747510464e-06,0.7870990449596026,10.515364153901352,1.2095835482367538,0.6834911171465586,0.0017035573550605496,1.1358795235449455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,32.308480978012085,0.0003208262323721997,2,3.442662375466133e-06,0.8095051363450606,10.187666003974275,1.21069948114683,0.7044507344650386,0.0012192347469227821,1.1371654533388476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,31.963979959487915,0.00020058352825482478,3,3.6386158477816977e-06,0.8084152427040653,24.659675242883836,1.20468798567365,0.6790981530042042,0.0012704763583107482,1.1694054742675175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,32.44404578208923,0.000291889437889701,4,3.4146424289804657e-06,0.796925438498914,7.464227767737059,1.2085771929167324,0.6938486162190258,0.0014396253988035938,1.120357907371105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,32.764015913009644,0.00034306829644257337,5,3.496733876324464e-06,0.7933648667731674,7.6871031397805885,1.2090451313321169,0.6700882102989276,0.001553620889700996,1.0675033408061758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30.9531831741333,0.0003481858301619434,6,3.5395414363565006e-06,0.7867184849823743,17.504218227886465,1.2078376742257033,0.6703079834206909,0.0016952098565744841,1.2366496362782848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,32.99142909049988,0.00035270988306961216,7,3.5016298703849754e-06,0.7854364919264067,18.59472140607533,1.202789955186346,0.7661785556238048,0.0016223005063352755,1.2598448956496795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,37.637446880340576,0.00035273067827433616,8,3.61864617438518e-06,0.7919612666733402,20.793738002671745,1.2046448470806892,0.7224286047772931,0.0015322211414810726,1.2617985456064165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,29.741809844970703,0.00030758647695020724,9,3.551444811493149e-06,0.840969389954727,14.40698763574691,1.546862049804754,0.37551735120544616,0.0010431557952790952,1.2617327202324584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,103.33253216743469,0.0003170026817638998,1,3.559739880078916e-06,0.7969141659773992,35.215323543362935,1.3638796708420664,0.5861413562710525,0.0015851924640254928,1.4091471088285838,9.999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,118.92388081550598,0.0002942745672849697,2,3.5271595215435545e-06,0.8252132560150223,46.500872344940106,1.3685562080783342,0.5888116393862376,0.0010629129539075138,1.4819697036124535,9.999908835612551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,48.39190912246704,0.00019965858978127107,3,3.6162362595594396e-06,0.801484877137544,20.224453547803094,1.023102687886729,0.8639100916388517,0.0013028496869500888,1.109127166372847,1.9853520914297715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,49.71569609642029,0.0002763516441293142,4,3.532620975789956e-06,0.8043219715182266,18.451590478459895,1.3510480726745546,0.602228466382855,0.0013801733947336526,1.3111861753997112,9.999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,86.32051110267639,0.0003212317413068173,5,3.5859501695613067e-06,0.8022974905473776,26.59657022066909,1.3638256157327557,0.5806492069019856,0.0014635277531685439,1.3449018499940442,9.999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,80.81214618682861,0.0003242828731302292,6,3.5543487867561918e-06,0.7992674362822314,23.119050643930276,1.3644382346182082,0.5437848733469793,0.0015375760169005948,1.3146913908225781,9.999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,90.44455409049988,0.0003271520420964243,7,3.3902403313782807e-06,0.8022128653552016,6.271094988502336,1.3622338221994688,0.6343026180794494,0.0013915083277271183,1.054456853568299,9.999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,73.14040279388428,0.0003274799179627436,8,3.5476850924800903e-06,0.8026800200233222,9.451205682756465,1.3607000617988751,0.6069238901914474,0.0014249904436620412,1.1172022040315033,9.999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,74.23164105415344,0.00029026913448212765,9,3.5114477940164116e-06,0.8557917519487751,8.60104161363006,1.7293200127312645,0.3299518479949122,0.0009239413375114829,1.1725157404883368,9.999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,67.74902510643005,0.00031569719641119307,1,3.515118192051937e-06,0.7862008316651152,18.01277489084015,1.3598664306866706,0.6481720606882205,0.0017527180814820031,1.265732043315612,9.999999999999998,63596122.40914343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
