n_parameters,computation_time,objective_value,test_case,elec-resistance,memb-cond-correction,alpha-c,B_ch,ionomer-cond-corr,i0-c,Sh,E-act-ca,memb-cond-exp,memb-equiv-weight,gdl-thermal-cond,memb-E-act-cond,gamma-c,memb-abs-constant,ix-corr,ionomer-cond-exp,gdl-eff-diff-ratio,memb-thickness,tcr,gdl-thickness,gdl-abs-perm,pt-loading,ionomer-E-act-cond,memb-water-diff,ic-ratio,radius-carbon,ecsa
16,43.97905993461609,8.911525847263493e-05,9,3.275347823286409e-06,5.4170667095355896,0.9272441455589273,1.684173949001209,0.1,0.0005983657363353175,0.5347567982097106,70242193.13712302,1.0134848065904485,1100.0,0.07787166207197199,11882615.006677035,0.5626684753974059,1.6660200886098472e-06,2.0,1.0058339880618097,,,,,,,,,,,
17,31.33715581893921,9.267430228990815e-05,1,3.3096084210245847e-06,29.34794300069296,0.8933009726870197,1.2796535529323,0.13338829112469452,0.0012112561094530499,9.630302645330435,73733502.6439353,1.8339276058561098,700.0,0.08423391202146031,5665793.938790749,0.7969695768695131,5.612184233733062e-06,2.0,1.0,0.07246169123042387,,,,,,,,,,
17,96.43261480331421,7.761962537642856e-05,2,2.832398257072056e-06,1.0365475829933302,0.8844767033249116,1.4966517409082094,0.2175360095921709,0.0011403836047782696,0.8837767043566455,71733926.82812992,1.1557049269492596,700.2027550111716,0.06539017209019349,19916577.14748314,0.7675035436341666,7.426243241739325e-06,1.990896365876146,1.0005963512727856,0.20022678246624315,,,,,,,,,,
17,43.46257305145264,8.684190843654774e-05,3,3.1866517968415895e-06,8.10834279957294,0.9391317677560753,1.2779550879114345,0.10211907640581455,0.0010566258557110557,0.6871938008940192,78351722.89622921,1.5465679560652137,739.7340863185829,0.14358768658948376,12640248.113146015,1.0,1.3095069923345294e-05,2.0,1.0,0.2676256946356357,,,,,,,,,,
17,90.23221802711487,0.00010393829515859993,4,3.046550993908104e-06,3.664302601443156,0.7502791176689354,1.2542619498406768,3.891366235143844,0.0036367651566263843,0.718723807127366,62806762.16689147,1.3737683196514348,702.7771575421327,0.07397133710100702,13280677.609273557,0.626286620641776,5.869326213559916e-06,1.9890557467740224,1.640109863246951,0.20276582301621537,,,,,,,,,,
17,42.756834745407104,9.73343742786243e-05,5,3.2146406168153976e-06,9.585742364051399,0.8266006336344697,1.056426202951949,0.3609721014655838,0.002545651500022352,9.325804871934562,69853513.39322293,1.552297346297659,704.3282703980998,0.07529254172109215,11124804.566811688,0.8770044994557388,6.767651758564422e-06,1.990946687961258,1.0900123964626067,0.06571012639210762,,,,,,,,,,
17,36.44298696517944,7.945504727579899e-05,6,3.2856214797841103e-06,13.23016660771382,0.8870501062950936,1.178906929997922,0.1372180376090621,0.0013019124496387558,5.010113913599026,72137157.2198534,1.8520268913340774,717.0744068417024,0.07871149043516182,22891650.534397528,0.8123079530096271,6.529201765038105e-06,2.0,1.0,0.07204320889990462,,,,,,,,,,
17,55.9604868888855,8.965702905704004e-05,7,3.045801248962956e-06,7.6639042146034235,0.9027821828815171,1.3382360582239667,0.1669925220237257,0.001054754558112769,0.662430232699584,73050022.06629707,1.479633040902622,705.4576667866875,0.07922939693078737,7311857.827312313,0.8231359206141445,1.0148619708812361e-05,2.0,1.0,0.29413516637322323,,,,,,,,,,
17,49.69278907775879,9.182297661877618e-05,8,3.3601737174933864e-06,14.850588967823548,0.8053830400026039,1.0090553300277958,0.34507663658881405,0.002451102950296992,9.999999999999998,65824885.92446714,1.648790244058638,700.1286971028348,0.07292535682482403,11408634.12897788,0.8082818527875586,1.8892668734124338e-06,2.0,1.0,0.0637864020236101,,,,,,,,,,
17,91.66529488563538,9.061393451635668e-05,9,3.295498512098646e-06,9.659396493133599,0.9134965295717106,1.6902896216709022,0.21164791922200774,0.0006308807595773013,1.48063631421308,68567013.63698603,1.1379256854360258,1100.0,0.07826596285786325,11152830.401532415,0.5065646783649003,2.79684043816385e-06,2.0,1.2640552176443327,0.0844567365226763,,,,,,,,,,
18,110.79579305648804,9.252085011823731e-05,1,3.2520141266652522e-06,10.325633138249318,0.825348275154148,1.2864481650326687,0.19796486662294183,0.0025584272116662946,9.731638737880534,67785379.14553645,1.6289657313729449,742.8920294535415,0.07834373048316841,12240667.614122484,0.7890373893899034,5.876774107750495e-06,2.0,1.0,0.07378257621405246,9.528349574168452e-06,,,,,,,,,
18,109.11797308921814,7.08706886200262e-05,2,3.132558805024058e-06,1.2724859385633511,0.9554527316780497,1.8837562809944275,0.10098431545345495,0.0006595751655565862,1.0163711364272512,79966259.6763634,1.0,1100.0,0.05954780396470112,27307417.799835958,0.7301919105883884,9.910973561964939e-06,1.921276350971361,1.0,0.29217305689343576,8.314477068302713e-06,,,,,,,,,
18,103.53311204910278,8.188612405084332e-05,3,3.236212913906284e-06,6.696937034643726,0.8042304733738075,1.2119140735900396,0.2054514439664418,0.0029183811201215675,2.7009627991675056,62869247.22577967,1.6466614746029196,704.3107794004432,0.11436015434461377,13667160.117348865,0.7038112623648775,6.782359209722206e-06,1.9033302337757412,1.0406600765167568,0.0824656261128958,8.177504013692743e-06,,,,,,,,,
18,48.3573100566864,8.823512578481656e-05,4,3.122544430660733e-06,4.195024470057867,0.8053251699225802,1.272523242252033,0.531887635254678,0.0028778391469313886,8.78386576102213,70366858.19600488,1.5188051229893578,719.9928992679141,0.07296402696288373,13889645.318440689,0.7657316875162692,8.84360332068853e-06,1.570522476984536,1.194638246788279,0.07374103514476589,8.12730599698458e-06,,,,,,,,,
18,109.10120606422424,0.00010276537565867489,5,3.241183722576773e-06,4.813886937094901,0.7671685599303599,1.2549278570873894,0.660467611167579,0.003983372978334338,9.999999999999998,62989700.362193644,1.3641273903391924,779.6467540833237,0.07406169010957978,11435111.942249544,0.7089254328096443,3.2157441606096033e-06,1.8828792033455846,1.2517863178445479,0.07146619006296226,8.000001386455039e-06,,,,,,,,,
18,75.13748788833618,7.828844003011038e-05,6,3.1763072136318775e-06,4.876744662450005,0.8391737332812454,1.3372387601731328,0.12070817068318954,0.00253929602498298,9.999999999999998,67165892.16758984,1.444216940069959,743.9051737636382,0.07579082675395722,11118805.854320427,0.7969378304403866,2.5298901514857027e-06,1.9937366417373255,1.0,0.07469812830143287,8e-06,,,,,,,,,
18,69.00262808799744,9.037556967735264e-05,7,3.0938192473561384e-06,6.1977556656529105,0.922036027654214,1.3709915290389498,0.14544517627417936,0.001032100851089705,0.6130630817250821,75732214.64758258,1.5034773063051046,734.4019454767011,0.07783569764181261,11740651.93614019,0.8952113425216962,9.491383823433434e-06,1.9425923951482393,1.0,0.4554564635808659,1.0110601904345572e-05,,,,,,,,,
18,113.98998022079468,8.96739604656871e-05,8,3.4724380415131853e-06,49.55164609780406,0.815508570551484,1.062349388099678,0.2580698413255824,0.002541703035419873,9.999093596948775,66628286.23343342,1.9659291170949738,727.3284039404367,0.07709792804536787,9930196.26552032,0.8165999117812672,4.1710608613897105e-06,2.0,1.0,0.06591743568435778,1.0069463431405159e-05,,,,,,,,,
18,96.63268876075745,7.469178105279387e-05,9,3.3219921261622434e-06,16.047002426445648,0.965871739725978,1.6078794579475153,0.11939612092565446,0.00048735489191897,9.990474071950855,71316826.10560061,1.719696860031644,770.8312594936573,0.0818338473465168,12055428.300198268,0.7289161416449523,2.382401870814527e-06,1.9633553915015636,1.0,0.06633326337796729,1.26392552362992e-05,,,,,,,,,
19,116.33939981460571,0.00010124161562942811,1,3.085415505074527e-06,2.97495556440448,0.7858622081196094,1.4564890538259025,0.1990266253048791,0.0037746997153115885,0.6521828176113212,64704201.47786078,1.3446134378344066,760.9561972761526,0.07549274342749114,12754263.687633779,0.7063179890705609,5.0785618256809915e-06,2.0,1.0,0.4331716829484962,8.009488523356302e-06,0.000398939482788638,,,,,,,,
19,98.09740900993347,9.845122473087305e-05,2,3.4189163208194962e-06,10.247061342980382,0.766317395652933,1.1948322144104189,9.016958454792004,0.0029258919133059954,0.5729244030284354,63725690.7926674,1.5228435998486696,858.8552560371872,0.06201630399209014,27784613.774917867,0.6407706805946866,6.5924417943289905e-06,1.9442512344745269,1.6645233229222511,0.34384757331740107,9.66613251958299e-06,0.0009627450016237068,,,,,,,,
19,124.46613907814026,7.80105353853607e-05,3,3.0624677157517652e-06,1.7632823551776964,0.8606090423015751,1.1746676143235082,0.1,0.0025753528235318234,0.6277241037792614,68803414.96346182,1.0493172625950844,700.0,0.24288561570799075,5000000.0,0.9421798963230299,2.649659319391014e-06,1.9987809384318087,1.0537952644244462,0.3150425578586549,8e-06,0.0005511064505450474,,,,,,,,
19,122.23670101165771,7.964499100699524e-05,4,3.199724458663229e-06,7.039996223802898,0.8562222663800225,1.3566809610162431,0.15107598137679237,0.0018617668306851439,9.26562100828111,70366532.94191709,1.5758518196897089,724.3487742017204,0.07179894813457798,10694312.741750265,0.7714475235618066,4.635919532831583e-06,1.9924789279438493,1.0,0.07618807748690273,9.218084739294924e-06,0.0002346453568834972,,,,,,,,
19,102.1358289718628,9.10131984587889e-05,5,3.249326634813582e-06,7.755587782323514,0.8004913785446393,1.3353058302893752,0.20410655650862083,0.003116519447541592,9.999999999999998,65484910.25635006,1.5977518838996234,729.2888342981144,0.07526568339453023,10148876.945356306,0.7054203185679018,4.573123924627368e-06,1.9987889960241918,1.0,0.07488076555129228,8.044410646150896e-06,0.00044151099515765067,,,,,,,,
19,91.54956603050232,7.691210668585404e-05,6,3.2197382019310627e-06,6.155007832222172,0.8242613913823955,1.2994990871082135,0.14219263512999492,0.002752946818764769,9.999999999999998,67166559.54411443,1.598191208086651,741.5681548809107,0.07992265314481055,15922150.335834002,0.7574748273883396,3.479152404826445e-06,2.0,1.0,0.07308838107971365,8e-06,0.0005846999827990369,,,,,,,,
19,79.64781498908997,8.993469291440025e-05,7,3.057348147798153e-06,4.5969118632848645,0.7934645127749174,1.3965234494621237,0.2205848761463418,0.0029680053276849045,0.6290847627143006,64014119.48663503,1.4546669127286822,724.8782781347566,0.09471281976170344,8843908.55571678,0.6548885357650155,3.731850604553266e-06,2.0,1.0,0.39659354327201896,8.004101415680876e-06,0.0009152545052066194,,,,,,,,
19,119.17704319953918,9.282620107326846e-05,8,3.3257068622330957e-06,7.322791341720789,0.7606320512084344,1.2120145119175203,0.2529632188887256,0.004158809555812401,9.979675071429167,61927882.980690286,1.4826485621909957,750.6281615998415,0.061858789666088834,9872699.059947569,0.6812826626276651,1.724512700602226e-06,2.0,1.0,0.06970137337672717,8.000009920362901e-06,6.014125725683579e-05,,,,,,,,
19,115.07456922531128,8.429382082761748e-05,9,3.059083518153432e-06,2.847562778483312,0.9181307930304357,1.7065161620441769,0.14857441523671425,0.0009434962044359654,0.7415605599009301,70684999.7455382,1.2380594300024574,803.353978382457,0.0811011983096601,10493335.318818022,0.7786658586477926,2.1024689936999684e-06,1.8553418100860861,1.0016086325507156,0.1749017625878473,9.816276383717137e-06,0.0005530407684798883,,,,,,,,
20,120.85138893127441,9.782722689049317e-05,1,3.259821188769674e-06,7.958336544484678,0.76685429493959,1.4446245526505332,0.22859851556330782,0.00420206520432613,0.8321781732642588,62234586.39674855,1.8142112402184971,734.5637908182491,0.08651864748595625,19862635.52857311,0.6489285047509132,5.7918505314586215e-06,2.0,1.0,0.19464764502985316,8.000657792990582e-06,0.0007985993631960364,0.00013797564397402223,,,,,,,
20,109.19310688972473,7.608674921169381e-05,2,3.2739680278778222e-06,17.17067351103152,0.8262910616746255,1.3834004628197714,0.2557984098079467,0.0017121672699040816,4.052270292284601,69374530.04865327,1.828109379827795,707.9822161265465,0.07473528664604735,10425249.32703273,0.6037597133474352,9.52602542821918e-06,1.8557497412156851,1.0266149603443002,0.0910147079626612,9.766958505383575e-06,0.00020952635771036686,0.00016696072084423742,,,,,,,
20,66.8399670124054,8.033967217574798e-05,3,3.2459538472311315e-06,12.223150075839408,0.8787911276427676,1.3864224300144377,0.1011017078079472,0.0022859935722126697,0.7507723715706129,71835567.60189976,1.746713674952925,756.2140140275208,0.4494594218747854,8882981.26473814,0.9873909085894268,5.284289822121474e-06,1.9601666754708214,1.0075103342564766,0.33002544415934537,8e-06,0.000989071025730468,0.00016961573649832508,,,,,,,
20,126.56075811386108,7.92618311182849e-05,4,3.2285746011694366e-06,8.689202908084654,0.8141460896134696,1.3280904098880566,0.20963989726752802,0.0025766257886448455,9.383122867404062,66004557.4111205,1.6904903444033514,719.6122376304496,0.08887040672319832,13344111.40604341,0.7156444328359811,6.670766173025251e-06,2.0,1.0,0.08248780563969269,9.270056222883954e-06,0.0005017250170827633,0.0001640444149062576,,,,,,,
20,103.91804075241089,9.043402412594386e-05,5,3.25010215729242e-06,8.436391756625467,0.8136891873835306,1.3880461330580804,0.18678126148362012,0.002700826329773515,9.51754670438669,65821608.35380767,1.6499502923670855,729.5986370134335,0.1170509941344875,11432841.454462152,0.6987434980119063,5.46396519400111e-06,2.0,1.0,0.10219473834205174,8.339878888512289e-06,0.0006963342153540333,0.0001985333729987201,,,,,,,
20,110.36927795410156,7.637515356587647e-05,6,3.266313158533248e-06,10.915418851078783,0.8560597787821981,1.2984259916648198,0.12675893939225544,0.0023528131459365775,8.326167033324518,70176896.59516892,1.807215117655777,731.8833802045143,0.05566557558574316,16952076.63125979,0.8541717366711494,4.496659875786017e-06,2.0,1.0,0.0547547848274225,8e-06,0.00043801785287062646,0.00010959592702765764,,,,,,,
20,77.27159333229065,0.00012008789087230772,7,3.339892140165001e-06,12.031466043155486,0.7467435845808199,1.1709123893894808,2.1595738169576015,0.003926116655667544,0.6397947964385351,66336793.36782394,1.4002816466431587,861.0893569101107,0.06848816611291313,15366886.525304057,0.6320576196770591,9.662003375007803e-06,1.9733833280039283,1.3395621718851916,0.30148822392955277,8.354268380531955e-06,0.00044407885448414966,0.00019754773582653974,,,,,,,
20,119.52694606781006,9.839221248671648e-05,8,3.4209771166792378e-06,40.51921896212292,0.7597361074481725,0.804673928814492,7.748588183976861,0.0038425118992775923,5.081403884988628,61312138.940758854,1.791787010860092,700.1852917388532,0.08639148102046822,5002379.914303744,0.8531108993370531,2.0381081694257818e-06,1.7883540185081794,1.5694911496652821,0.0728969318525445,1.0631629929706449e-05,0.0005933871627007747,0.00017631533305671398,,,,,,,
20,69.28278708457947,7.440357246272563e-05,9,3.255786057519403e-06,12.843328525788014,1.0,1.6093642638631733,0.10255449371335489,0.0003912668252514614,3.295651107181658,75667063.25379214,1.5851819495626145,774.2497736337074,0.10898486377278127,10331543.742776446,0.8053795795122616,2.8884325221629147e-06,2.0,1.0,0.07447506204375998,1.4134797307775616e-05,0.0008078974924470263,0.00015137812984281375,,,,,,,
21,141.5092432498932,9.267287983291548e-05,1,3.247265469627612e-06,15.510762376866175,0.8345829496955856,1.3354092490078004,0.18941204174801746,0.0023784608342988247,7.290020050330979,68495132.4034042,1.7998997240764438,720.9846277382198,0.08255166569639123,10780099.53350291,0.777218127973623,9.425151821370573e-06,2.0,1.0,0.08977016584028571,9.116737266980741e-06,0.0002413679388435853,0.00017351474308522702,2.233326355058082e-12,,,,,,
21,99.04837799072266,8.678296371581589e-05,2,3.218119985198629e-06,11.190547265131588,0.7537050984561573,1.2343218886520344,20.12970128273873,0.004151787986620709,1.2979104118020677,63352008.13560974,1.7667647200625147,700.0,0.1082893630482857,13104185.369434204,0.7227011900622035,1.1573157601298478e-05,1.9920387418389351,1.960105317580831,0.12555863309274712,9.033548281102714e-06,0.0009918065884759926,0.00017169164976927538,3.261935066807272e-12,,,,,,
21,111.87839794158936,5.98962474468278e-05,3,3.1567120174508143e-06,1.0242099008697594,0.7424802007646836,1.5351797326139507,1.6402121464325026,0.0039693492804676565,9.2311114525814,52639240.71045106,1.001658380202837,1065.7881432925292,0.05457405429950618,30000000.0,0.5613421433940827,1e-06,2.0,1.2083516552023832,0.08600868477064075,8e-06,0.0004346012298672496,0.00015370390652033123,3.576143289224051e-13,,,,,,
21,132.7395236492157,5.786161151984894e-05,4,3.1059942333315094e-06,2.2328867881373933,0.8303517783579961,1.4725386657214763,0.26707120772792886,0.0019757241516818722,8.445594296139166,61262460.40492982,1.4098016136560811,700.0053408211407,0.10225317147100921,16893558.672639735,0.7123658128867167,2.479732424219694e-06,1.8486606855728414,1.0,0.1099122526705178,9.128432837394759e-06,0.0006207826774239863,0.00019847271785678112,3.973852864282255e-13,,,,,,
21,119.00789976119995,6.977993461975413e-05,5,3.2088771888473977e-06,2.4740145190066802,0.7849212514493773,1.4639343793845376,0.35685262686333163,0.0028723979734812336,1.6417240240779691,57012250.857518606,1.5101614001019121,700.0,0.09552721969603084,21036760.74616749,0.6321270419166856,1.7876580452187283e-06,1.999745598295601,1.0,0.13612803541998703,8.774620770720366e-06,0.0008104951039568012,0.00017885010283677673,3.265825241593477e-13,,,,,,
21,135.79856824874878,5.7493493404627526e-05,6,3.031459749522922e-06,0.8872790024789344,0.7670415267715927,1.314496287657268,0.39109529739021576,0.0034496076670580047,8.131325551605126,55632383.08823842,1.2649428020151632,700.0,0.061809474607199814,25367155.825320825,0.6302588427912849,1.1851573148902952e-06,1.8850724994805788,1.0,0.09145147472266049,8e-06,0.00013354770939332783,0.00018182813841678116,3.97106536511336e-13,,,,,,
21,107.21383619308472,7.524978150980622e-05,7,3.2354849458420267e-06,16.489520635390573,0.8254768813104025,1.3297749191054407,2.0576106350637953,0.0018788940368121745,9.260000415982503,61448338.507741556,1.6973361508121219,730.0166587288477,0.08306422906838411,8544857.561452998,0.7042869158602258,3.900158155253306e-05,2.0,1.5090316340773626,0.08090478068457282,1.0638065922876337e-05,0.00040565024219998806,0.00016073825851514023,3.818085364458084e-13,,,,,,
21,124.36509203910828,7.159463165886727e-05,8,3.393019498862469e-06,7.089152292646732,0.8159481658855965,1.274045301082164,0.3681802277418974,0.00226612239621374,0.9705324837729478,59822661.64136058,1.685277493230191,718.5085837106672,0.1184445197705379,19041075.21502041,0.7790360435968637,2.3694075610860386e-06,1.706529016261314,1.0,0.1910710621685548,8.540141977774899e-06,0.000982468009112608,0.0001929863159905614,2.9178322499029526e-13,,,,,,
21,98.15032076835632,7.90227080710168e-05,9,3.102873560488811e-06,2.1590667592573056,0.8758536554014381,1.7065432863664896,3.153291359614011,0.0010584164421926381,0.6993965885152656,63435457.181973875,1.3133524406254997,742.559959487365,0.07709497505504058,17575919.803956278,0.758376653462955,3.2975066362590965e-06,1.6112884997818568,1.5470351929701063,0.25593084336000055,1.106167897372761e-05,0.0007428668249404343,0.0001532209590263551,2.820358922596381e-13,,,,,,
22,89.58307003974915,0.00011206969294184202,1,3.12136922679e-06,3.3452045947291893,0.8760680583324696,1.652891361569998,0.2230387355133776,0.0012583262989085177,1.1519186729394721,77979640.9456606,1.0777597913129913,1053.45208236158,0.055075684170204836,18261430.34407661,0.812843333922221,0.00010000000000000003,1.683708591667174,1.0130961028346464,0.1559056851184853,8e-06,0.0007742495338172642,0.00013189776749404815,7.325205823327654e-12,0.004537876981029814,,,,,
22,130.91198205947876,7.265898665643396e-05,2,3.0737653965741955e-06,1.911998373661762,0.9432311487821039,1.5334661694424576,0.24511701076688375,0.0004959219893786469,0.8242829509427279,77565788.91673957,1.5550227114578048,700.0,0.09286037740363391,25348936.29633147,0.8509750536367715,1.1984747972691695e-05,1.6226479492212262,1.0,0.30365308344928005,8.632202262493451e-06,0.0006970805043515205,0.00019185165963626062,8.204184101386762e-12,0.004717721052798204,,,,,
22,97.93472123146057,7.74158880569538e-05,3,3.2781177169225903e-06,19.68650412662778,0.854565556144669,1.3090748086895079,0.13514612841759785,0.002330217317305179,0.9284207769305769,66165395.578987345,1.8848495990485334,700.0,0.4159513115641942,5232102.15420121,0.9301820243516947,5.171588220090067e-06,2.0,1.0,0.2051894857528354,8e-06,0.000937429519238765,0.00018262181652268936,5.617231472868626e-12,0.003416767334562443,,,,,
22,139.9360888004303,5.875263557073616e-05,4,3.114564691273965e-06,1.7358378562447823,0.802878169120451,1.3552981179141252,0.49453191951006165,0.0021158225137040574,2.3778967149051575,60190998.45650821,1.435580644527035,700.0,0.10411944765594633,23221756.8385329,0.7276430798340766,3.722578148561329e-06,1.9314844098006847,1.0115464634237874,0.11682628571260131,9.190518061407121e-06,0.0009484148456583895,0.00018530103173369447,3.4867923774802615e-13,0.0037272501441149093,,,,,
22,130.75965213775635,9.129835402915469e-05,5,3.256899363299169e-06,13.889199598773851,0.8675020614707023,1.3042260590791437,0.20881986506321418,0.0016766140476819848,0.6678476121861415,72431372.34007616,1.7239898153084603,716.6942929259335,0.08613581286211865,8946992.144593136,0.8918411778383689,9.176912153528404e-06,1.8560196086333693,1.0,0.27713717517097924,9.15953186505107e-06,0.000725011619262702,0.00014286566822790695,4.769880543623737e-12,0.0034535900339230582,,,,,
22,131.11996006965637,5.400356636088722e-05,6,3.4287194091708367e-06,13.911978582969496,0.8945213453691082,1.588778320501949,0.2092830729211891,0.0008768727225345311,9.619655962436088,67770121.29188523,1.3867330912903175,937.9596365582181,0.08123009656197311,16900168.552692562,0.7194833860364838,4.250364980772815e-06,1.6610197886077542,1.0,0.11275286171520515,8.427495276000565e-06,0.0008276952055034759,0.00019726079140762036,3.600595507276413e-13,0.003774176270568243,,,,,
22,111.09718918800354,8.178989961089387e-05,7,3.2607567430546663e-06,2.3669615879117076,0.9094098581004446,1.6080374493142888,1.9755961004874483,0.00047654483828726856,0.9802807358537093,68715954.39583182,1.0659270099958165,927.8117628394289,0.07123263753763222,23229954.031891122,0.7439847929362774,6.479413142270771e-06,1.6343782384039929,1.4176748869874858,0.21343839855706154,1.1056932440576542e-05,0.0009551576517300171,0.00017292808304990694,2.4915558675128174e-13,0.004678162696822042,,,,,
22,132.26600766181946,9.484854187688543e-05,8,3.342990228904342e-06,25.27633431935815,0.8856075047895269,1.156322000663593,0.3737969026665096,0.0009322777371897282,0.8531944526652373,74120134.91081807,1.9313136133174735,728.4186696556013,0.08718482400248212,11775786.695353111,0.9801610981950423,9.352891306257226e-06,1.2910969139549962,1.0,0.1519341411495267,8e-06,0.0006656965060076231,0.0001575201419959586,6.5803312824648264e-12,0.004821182612468009,,,,,
22,149.90478420257568,6.691154040179274e-05,9,3.1048960905589305e-06,1.8233438693407895,0.8037446199716192,1.6000983745666493,0.7279876840378443,0.0016246125842401715,9.516982100295245,56119068.71203046,1.36458777525504,700.0030383627437,0.08644940678331531,18101434.85198822,0.7063519831292226,1e-06,1.9983963065250454,1.0,0.10325205135703708,9.509299044038349e-06,0.0005442418937420859,0.00019533549605496955,4.455149011739997e-13,0.004516803809086488,,,,,
23,139.78903675079346,8.508229073503333e-05,1,3.318300363621036e-06,43.272527199285626,0.8243735969459249,1.2824170696676513,0.10046504679086987,0.0019567857137605237,0.5590631961159359,62246471.91340658,1.9815524198205834,722.8222329088459,0.07636155633890628,5776029.990272732,0.7374936834157908,1.0791949896400257e-05,1.9626088606915455,1.0,0.4363173272927091,9.138550505979115e-06,0.0007951591307589257,0.00011982826583761007,8.980468600585022e-12,0.003653373018448429,30000000.0,,,,
23,134.05223298072815,7.301678392529971e-05,2,3.074394530830581e-06,2.999200381506011,0.8615998119802072,1.4714547858010272,0.22928608229689443,0.0008688890631734443,0.8461954755361467,68904986.5893166,1.5153705451275867,704.6556234962571,0.0775407784107217,17083905.68434228,0.6265881008972971,1.2032987862753585e-05,1.4636382463046478,1.0,0.20496560166286282,8.17055940182869e-06,0.000798271885818035,0.0001594033804533107,9.276203879557167e-12,0.004137313148890678,21179114.705139715,,,,
23,142.0863218307495,6.475268686831764e-05,3,3.1015796851907484e-06,1.701506884798635,0.8341169161751585,1.4003951853639487,0.10088865853118763,0.0015027892941852927,1.244418271253219,59552719.26889691,1.1194213026951298,796.8662745149428,0.12938251202182513,12868852.359185414,0.6762206237356593,3.9190767600907976e-06,1.999172769167964,1.0,0.11713051671765702,8.004520123340033e-06,0.0008189518052326253,0.0001425975355889282,3.289923012183232e-13,0.004255580094331012,24201475.592270397,,,,
23,135.18720197677612,6.75930614983499e-05,4,3.3366046446815742e-06,12.433430821576188,0.766445048394341,1.2453019529861056,16.558637480594758,0.0032012877710115586,1.791037209071068,57049382.8567705,1.7296173280443852,700.179188513619,0.0991062941355516,9162188.214456342,0.7151573108216492,3.6873829416781413e-06,1.6884822613463701,1.8588604247498908,0.10482999526391196,8.313107648275713e-06,0.0009771069028870042,0.0001590090329350573,3.2860558760652775e-13,0.0032786979669024493,14209894.705394736,,,,
23,76.66820096969604,9.078635094612694e-05,5,3.4691070127011662e-06,22.19526548765387,0.7909215841209357,1.0752526264804758,5.095228107811352,0.0017479278973521282,0.621154401891591,61903928.32551641,1.3645017977833456,835.3460705610663,0.06992636478353075,8496919.900105622,0.7304550800466745,1.4364774804364703e-06,1.8700559100493648,1.5601126932865004,0.2688238014127133,1.0474380950934989e-05,0.0008853329346417745,0.00017707874467644182,2.341041535998596e-13,0.00428275078550291,22744743.33718272,,,,
23,139.38054394721985,6.651251295525933e-05,6,3.0926185480615147e-06,1.6287542189496358,0.8142550406668765,1.3990042598915806,0.8152461162996328,0.0017461232073214135,0.9523012626812885,64636140.21236093,1.422719557954528,700.6209552866673,0.07551216924656932,23080584.422262926,0.7846469549554638,5.876429992122201e-06,1.9585153443533487,1.235926202454402,0.17466723344403848,8.212344263863433e-06,0.000748916376013762,0.00016363865855885165,2.600437890749453e-13,0.00456207454420973,19883970.147607334,,,,
23,145.98590803146362,7.865851294430574e-05,7,3.164084066220971e-06,14.885797079749887,0.8391979111836174,1.3218164778472663,0.11393113715626627,0.0018247273215805837,0.6014351934808536,59531374.46642092,1.745769877439334,722.7631170157157,0.0965073189343303,7562279.084910786,0.7497305485207769,7.820190457241827e-06,1.9072363017534548,1.0,0.4628714457017144,8.509800760391329e-06,0.000746375419207439,0.00016404942263057576,8.650884195420336e-12,0.003343162707321006,26911249.229763895,,,,
23,146.56642413139343,6.804003544700173e-05,8,3.31477307743505e-06,4.503462179937967,0.7522800675880985,1.2229263903159924,3.2448636818405854,0.003186220638330863,6.8590267162999625,52976023.10481708,1.5776126352272208,700.0,0.1095530319909399,19283219.970347412,0.7067998279630174,1e-06,1.9385693177802563,1.3982277893994994,0.0981563874298206,8.97583479467538e-06,0.0009831016707051187,0.00019815206791367763,4.184242612076461e-13,0.0036425794236752164,18736338.602060534,,,,
23,141.1272361278534,6.604016979712835e-05,9,3.3509792438599654e-06,10.370742102327142,0.9726392961472934,1.5977237546544574,0.1,0.0002761572485554589,1.3818247225435338,65288635.55453309,1.7146061535147306,764.2011943219733,0.08117998641316443,16880236.641195297,0.782872188741857,2.520355715384192e-06,1.6561141887297393,1.0,0.09446203013402889,1.1076403783102308e-05,0.0006783195200430662,0.000144307803451381,4.963848810985822e-13,0.004989628203112626,27705424.891180057,,,,
24,145.13642406463623,8.84702508722554e-05,1,3.187378198893746e-06,12.625584239551586,0.9441222533788611,1.307443421276221,0.10032943094510927,0.0006330367103338321,0.9553050451448643,69731306.68170238,1.494201126417131,798.8967116255106,0.09337810540109422,12593242.82211227,0.877934999226489,9.960286108037384e-06,1.792553490991933,1.0,0.19324800814653115,1.2701883450595774e-05,0.0007665665680138751,0.00019609636083460255,6.355696121778758e-12,0.003317242440765344,29327611.63592315,9.842535799223708e-10,,,
24,84.2762839794159,6.413159965157918e-05,2,3.315662838672127e-06,20.75804923933914,0.999557078269624,1.350080964526601,0.6085695663527493,0.00019664979095150928,0.6898645300825068,66655359.297237925,1.7745634422255965,758.4408027229551,0.0642924791128922,16951018.98972492,0.8921604858626928,6.900110527740751e-06,1.6756792552877253,1.0,0.3173262715404637,1.3218547795978505e-05,0.0002755964880399097,0.00017492805032308346,1.2480652068709153e-13,0.00499308892722615,13201988.671586499,7.87768508305697e-10,,,
